ID;TEXTURE;TPBUS;FAMILY;TYPOLOGY;INDUSTRIAL;DESCRIPTOR;MARKETING_NAME;ACTIVES;SPF;FREE_FROM;PACKAGING;SEL;EVENT;COLLECTION;TXT_REPLACE;FORMULATOR;ST_STABILITY;ST_COMPATIBILITY;STAB_BEG_DATE;STAB_END_DATE;COMP_T_BEG_DATE;COMP_T_END_DATE;EFFICACY_TEST;PANEL_TEST;ROW_MAT_SHORTAGE;EXCLUSIVITY;ESCL_CUST;FILLING_TIP;EFF_ACTIVES;VEGAN;MARKETABLE_BULK;ADR;SEMAFORO_INDUSTRIALIZZAZIONE;NATURALITY;RANGE;ST_SAMPLING;ST_SAMPLING_STOCK;ST_SAFETY_TEST;ST_IMERYS_TALC;SEMAFOTO_TALCO_COST;PLANT;ESTIM_REAL_FORM_DATE;ESTIM_TECN_TRANS_DATE;TXT_ATL;SEMAFORO_TEC_TRANSFER;CONSUMER_CLUSTER;LOW_VALUE;MEDIUM_VALUE;HIGH_VALUE
1885;MA479;M;MASCARA;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);VOLUME;MAGNIFeye //CAMOUFLASH;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | TALC;airtight is required;O;Cosmoprof 2021 | Cosmoprof 2022 | Drops September 2020 | MakeUp in Los Angeles 2023 | MakeUp in New York 2021 | MakeUp in Paris 2022;Clean Future | Delicate Wilderness | New Vibes | Pop Heart | Post Perfectionism;;;G;G;24-SET-20;24-DIC-20;02-OTT-23;02-GEN-24;Y;;Y;;;LIQUID FILLING;;Y;;;G;87,00%;;G;G;G;G;;Italy;;;Y;G;Beauty&Ethics;11,95;22,19;32,61
1973;EM670;M;CONCEALER;STICK;EMULSION (HOT POURED IN PACK);LUMI-MAT;SO COOLING;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHTHALATES | SILICONES | SLS | TALC;;H;Cosmoprof 2021 | MakeUp in Paris 2021;A Toast to;;;R;R;27-APR-21;27-LUG-21;27-APR-21;27-LUG-21;;;;;;LIPSTICK POURING METAL;N;Y;;;R;;;;;G;;;Italy;31-DIC-25;;N;G;;12,35;12,92;13,11
1980;LP647;M;LIQUID LIPSTICK;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);DEWY / WET | LAQUER / VYNIL | LONG LASTING;HI LIFE;Karitè Butter (functional 10%), Vitamin E, Coconut Oil;;PARABENS | PHENOXYETHANOL | PRESERVATIVES | SILICONES | SLS | TALC;;H;Cosmoprof 2021 | MakeUp in Paris 2021;A Toast to;;;G;G;03-GIU-21;03-SET-21;23-LUG-21;23-LUG-21;;;;;;;Y;Y;;;G;;;G;G;G;;;Italy;;;N;G;;15,84;20,52;25,11
1981;MA544;M;MASCARA;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);PANORAMIC | VOLUME;PANORAMA;;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | SILICONES | SLS;;O;Cosmoprof 2021 | Cosmoprof 2022 | MakeUp in Paris 2021 | MakeUp in Paris 2022;A Toast to;;;G;G;07-GIU-21;07-SET-21;25-GIU-21;27-SET-21;Y;;Y;;;LIQUID FILLING;;Y;;;G;;;G;G;G;G;;Italy;;;N;G;Essentials | Solution Focused;12,86;13,01;14,78
2003;PR263;M;BLUSH;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);CREAMY | SPECIAL TOUCH;CHEEK LOVER;Encapsulated Hyaluronic Acid (funcation 2%);;;;O;MakeUp in New York 2021;Rich Simplicity;;;G;G;06-AGO-21;30-AGO-24;07-DIC-21;31-DIC-24;;;;;;TUBE FILLING;;Y;N;;G;;;G;G;G;;;Vitre;03-GIU-22;;N;G;Beautopians;85,79;86,09;86,35
1983;FACE065;M;MULTIUSE;CARE | VISUAL;MULTI-PHASE (BI-PHASE);DEWY / WET | GLOSSY / SHINY;MERMAID;;;ALCOHOL | MINERAL OIL | PARABENS | SILICONES;;H;Cosmoprof 2021 | MakeUp in Paris 2021;A Toast to;;;R;R;;;;;;;;;;;;;;;;;;;;O;;;Care;;;N;R;;;;
2211;EM813;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);;SYMPHO-ME;Sodium Hyaluronate, Centaurea Cyanus Flower Extract (1% funct.), Fermented active ingredient (0,5%);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PHTHALATES | SLS | TALC;;O;MakeUp in New York 2023;Unfiltered Silhouettes;;;G;G;27-LUG-23;27-OTT-23;28-AGO-23;27-NOV-23;;;;;;LIQUID FILLING;Y;Y;;;G;;;;;G;;;Italy;30-NOV-23;;N;G;Beautopians | Hero Believers;36,45;37,72;37,98
1203;EX071;M;EYESHADOW;GODET;EXTRUDED;LUMI-MAT;EXTRUDED POWDER;Vitamin E, Jojoba oil;;D5 | FRAGRANCE | PARABENS | T.E.A.;Versatile shapes and godets;H;Fall-Winter 2016-2017;;;;G;G;06-OTT-15;11-GEN-16;06-OTT-15;11-GEN-16;N;;;;;EXTRUDED;N;;;;G;;;O;G;G;R;;Italy;;;N;G;;8,01;10,63;21,63
1555;PW257;M;EYESHADOW;GODET;COMPACT POWDER;CREAMY | FROST / PEARLY / SATIN | LONG LASTING | MAT | NATURAL | VELVETY;GREEN LIGHT/CLEAN BEAUTY;Blend of natural oils;;MINERAL OIL | PARABENS | PARAFFIN | PHENOXYETHANOL;Compact;H;MakeUp in Los Angeles 2019 | MakeUp in New York 2018 | MakeUp in Paris 2018;Clean Beauty | Green Light;;;G;G;20-GIU-18;20-SET-18;20-GIU-18;20-SET-18;N;;;;;;N;Y;;;G;97,00%;>90%;O;G;G;R;;Italy;;;N;G;;16,25;29,08;47,81
1191;MA212;M;MASCARA;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);CREAMY | CURLING | VOLUME;I LIKE MASCARA!;Jojoba derivate;;D5 | FRAGRANCE | PARABENS | T.E.A.;The right combination between brush and formulation is essential. BOMAL: 239.P158.341.280 .TR093 |  239.P158.312.MR223 CURVO TR093 BRIVAPLAST: 1382 FP002 CP002 APP004 TR043;H;Fall-Winter 2016-2017;;;;G;G;06-AGO-15;06-NOV-15;27-GEN-16;27-APR-16;N;;;;;;N;;;;G;;;O;G;G;G;;Italy;;;N;G;;15,73;0;16,71
1188;MA208;M;MASCARA;FLUID/ LIQUID | TOP COAT;GEL;DEWY / WET | LAQUER / VYNIL;LASH VYNIL GLOSS;Provitamin B5;;FRAGRANCE | PARABENS | T.E.A.;Flat brush: BOMAL: FLAC.FP256 PETG CP027-CT350 BRUSH SA0061-1 TR078;H;Fall-Winter 2016-2017;;;;G;G;;;;;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;19,32;0;0
1807;EM583;M;FIXER / SETTING | PRIMER;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);BLURRING | FIXING | LUMI-MAT | LUMINOUS / RADIANT;Perennials - Sublime Base;Functional actives (see in FEATURES);;ALCOHOL | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHTHALATES | SLS | TALC;airtight pack is required;H;Cosmoprof 2009 | Cosmoprof 2020 | Drops June 2020;Perennials;;Ambra Morosini;G;G;29-APR-20;29-LUG-20;15-LUG-20;15-OTT-20;;;;;;TUBE FILLING;Y;Y;;;G;;;G;G;G;G;;Italy;;;N;G;;49,87;0;0
1589;EM468;M;FIXER / SETTING | PRIMER;FLUID/ LIQUID | SPRAY;LOTION / LIQUID WATER BASED;FIXING | LONG LASTING | LUMINOUS / RADIANT | TRANSPARENT | WATERPROOF;NEBULA;•  Pomegranate extract;;D5 | PARABENS | SILICONES;Spray bottle and panache;H;Cosmoprof 2008 | MakeUp in New York 2018;Sun Vector;;;G;G;06-GIU-19;06-SET-19;14-NOV-18;14-FEB-20;N;;N;;;LIQUID FILLING;N;Y;;;G;;;O;G;G;G;;Italy;;;N;G;;5,11;5,61;6,35
1282;PR049;M;FIXER / SETTING | PRIMER;MOUSSE;ANHYDROUS;BLURRING | COLOURED | TRANSPARENT;INSTANT SKIN SMOOTHER;;;D5 | PRESERVATIVES;Coloured Tube;H;Fall-Winter 2016-2017;;;Erika Pellini;O;O;21-LUG-15;18-MAG-18;21-LUG-15;18-MAG-18;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;;;
1509;PR132;M;EYESHADOW;HOT POURED;ANHYDROUS (HOT POURED IN MOULD);LONG LASTING | MAT | TRANSPARENT | WATERPROOF;BLACK MAMBA;;;D5 | FRAGRANCE | PRESERVATIVES;Airtight stick packaging;H;Cosmoprof 2008 | Cosmoprof 2018 | MakeUp in Paris 2018;;;Valentina Pinto;G;G;22-MAG-18;22-AGO-18;22-MAG-18;22-AGO-18;Y;;;;;;N;;;;G;;;O;G;G;G;;Italy;;;N;G;;31,29;58,97;121,68
1288;MA245;M;MASCARA;BASE | FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);CREAMY | LONG LASTING | PANORAMIC;CC LASH PRIMER;•  Kiwi water, Maracuja oil;;D5 | FRAGRANCE | PARABENS | T.E.A.;Silicone brush BRIVAPLAST AP296;H;MakeUp in Paris 2016;;;Vanessa Alves;G;G;24-AGO-16;25-NOV-16;22-NOV-16;24-FEB-17;N;;;;;;N;;;;G;;;G;G;G;G;;Italy;;;N;G;;7,54;0;0
1418;PR117;M;EYESHADOW;FLUID/ LIQUID;ANHYDROUS;FROST / PEARLY / SATIN | LONG LASTING | NO TRANSFER;COLOREVOLUTION;Upon request it is possible to introduce specific active principles;;FRAGRANCE | PRESERVATIVES;Airtight flaconette;H;Cosmoprof Asia 2017 | MakeUp in New York 2017;Mystic Mutant;;Erika Pellini;G;G;07-SET-17;08-DIC-17;27-OTT-17;29-GEN-18;N;;;;;;N;Y;;;G;;;O;G;O;;;Italy;;;N;G;;44,45;53;74,31
1534;LP355;M;LIPBALM | SCRUB;CARE | STICK;ANHYDROUS;CREAMY | LUMINOUS / RADIANT;LIP BUTTER;Hydrogenated vegetable oil & KaritÃ¨ butter;;D5 | PRESERVATIVES | SILICONES;;H;Cosmoprof 2008 | Drops September 2020;Cosmico;;;G;G;30-AGO-18;30-AGO-18;30-AGO-18;30-AGO-18;N;;Y;;;;N;Y;;;G;;;G;G;G;G;;Italy;;;N;G;;1,31;0;18,08
1143;MA151;M;MASCARA;FLUID/ LIQUID;;3 IN 1 (mascara) | CREAMY | CURLING | LENGHTENING | VELVETY | VOLUME;SMOKY LASH WAX MASCARA;;;FRAGRANCE | PARABENS | T.E.A.;Brivaplast ref: APP135 and APP160 (tube);H;Chromaville 2015;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;G;;Italy;;;N;G;;6,75;0;0
1144;MA179;M;MASCARA;FLUID/ LIQUID;;CREAMY | VOLUME | WATERPROOF;FULL VOLUME WATERPROOF MASCARA;;;D5 | FRAGRANCE | PARABENS | PETROLATUM | T.E.A.;Brivaplast ref: APP153 Geka ref: 311263;H;Chromaville 2015;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;;;
1425;LP297;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);CREAMY | LONG LASTING | LUMI-MAT;COLOR ECSTASY;Diamond powder;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PRESERVATIVES | SLS;Airtight packaging is required.;H;CHINA BEAUTY EXPO 2019 | Cosmoprof 2021 | Cosmoprof Asia 2017 | Cosmoprof Asia 2019 | Cosmoprof Asia 2021 | MakeUp in New York 2017;Blurred Lines | Petit Treat | Power Luxe;;Valentina Pinto;G;G;23-OTT-17;23-GEN-18;23-OTT-17;23-GEN-18;Y;Y;;;;;N;;;;G;;;G;G;G;;;Italy;;;Y;G;;27,91;29,9;72,42
1311;EM342;M;FOUNDATION;FLUID/ LIQUID;EMULSION;DEWY / WET | LONG LASTING | LUMINOUS / RADIANT;FLAWLESS GLOW;• Anti-pollution active blend |  • Vitamin E;25 Tested;D5 | PARABENS;Pump Tube;H;CHINA BEAUTY EXPO 2019 | Fall-Winter 2017-2018;;;;G;G;24-OTT-16;18-MAG-18;24-OTT-16;18-MAG-18;Y;;;;;;Y;;;;G;;;O;G;O;;;Italy;;;N;G;;20,81;20,95;27,75
1175;LP195;M;LIPSTICK;CARE | STICK;ANHYDROUS;LONG LASTING | LUMINOUS / RADIANT;IMPACTO;Camellia oil, Aloe oil and Argan oil;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS;Classic stick presented also in a pencil format;H;Cosmoprof 2020 | Drops June 2020 | MakeUp in Paris 2015;Smartools | Trend - Arty-Fact;;;G;G;17-FEB-16;17-MAG-16;17-FEB-16;17-MAG-16;N;;;;;;N;N;;;G;;;O;G;O;;;Italy;;;N;G;;15,22;17,2;21,75
1547;MA336;M;MASCARA;FLUID/ LIQUID;EMULSION;3 IN 1 (mascara) | CREAMY | CURLING | LENGHTENING | PANORAMIC | VOLUME;BETTY BOOP;•  Fruit extract (Apple);;D5 | MINERAL OIL | PARABENS | PARAFFIN | PEG | SILICONES | T.E.A.;Flaconette. Airtight packaging is required.;H;Cosmoprof Asia 2019 | MakeUp in Los Angeles 2019 | MakeUp in Paris 2018;Blushing Tenderness | Dark Vision;;Vanessa Alves;G;O;20-GIU-18;20-SET-18;26-LUG-18;29-OTT-18;Y;;;;;;Y;N;;;R;;;O;G;O;;;Italy;;;N;R;;17,11;0;0
2108;MA595;M;MASCARA;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LENGHTENING | PANORAMIC;LASHGLOBE;Pseudozyma Epicola, Argania Spinosa Kernel Oil, Camellia Japonica Seed Oil, Camellia Sinensis Seed O;;OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | SILICONES | SLS | TALC;flaconette airtight;O;MakeUp in New York 2022 | Makeup in Paris 2024;Fermented Beauty | Hue-Phoria;;;G;G;02-SET-22;02-SET-22;02-SET-22;02-DIC-22;;;Y;;;LIQUID FILLING;Y;Y;;;G;;;;;G;;;Italy;31-MAR-23;;N;G;Beautopians | Essentials | Solution Focused;18,98;0;0
1454;MA272;M;EYEBROW;CUSHION | FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LONG LASTING | MAT | NO TRANSFER;EYEBROW OUTFIT;Jojoba derivative ester, • Mix of kiwi, papaya and pink pomelo;;D5 | FRAGRANCE | PARABENS | PARAFFIN | SLS | T.E.A.;Airtight packaging is required;H;Drops September 2020 | MakeUp in Paris 2019;Bobo Chic | Enigma;;;G;G;26-OTT-16;26-GEN-17;29-OTT-20;29-GEN-21;N;;;;;;N;Y;N;;G;;;O;G;G;G;;Italy;;;N;G;;21,74;21,79;29,31
2306;PR353;M;EYEBROW;;GEL (WATER BASED);FIXING | TRANSPARENT | UNIVERSAL / ALL SKIN TYPES;THE SOAP BRO 2.0;;;;;O;;;;;G;G;15-MAG-23;15-AGO-23;15-MAG-23;15-AGO-23;;;;;;POURING;;Y;;;G;;;;;;;;Italy;;;Y;G;Beautopians;2,92;0;0
2360;LP910;M;LIQUID LIPSTICK;FLUID/ LIQUID;;LAQUER / VYNIL;GLAZER;Megamoist active (2% funct.);;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;MakeUp in Los Angeles 2025;;;;R;R;;19-MAR-25;;05-MAG-25;N;N;;;;LIQUID FILLING;Y;;;;O;;;;;G;;;Vitre;31-DIC-25;;;;Beautopians | Beauty&Ethics;35,76;39,88;42
2025;PR243;M;LINER;HOT POURED;ANHYDROUS (HOT POURED IN PACK);LONG LASTING | NO TRANSFER | WATERPROOF;FIRST TRY;;;;;O;Chromaville 2012 | Cosmoprof 2011 | Cosmoprof 2018 | MakeUp in Los Angeles 2022;Color Thrill;;;G;G;06-APR-22;06-APR-22;06-APR-22;06-APR-22;Y;;;;;;;Y;;;G;;;;;G;G;;Italy;;;N;G;Essentials;21,86;24,11;34,66
2232;EM836;M;CONCEALER;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT | NATURAL;MOONRISE;Poppy Extract (2% funct.) - Sodiyum Hyaluronate (0,2% funct.);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PERFUMES | PHTHALATES | SLS | TALC;;O;MakeUp in Los Angeles 2024 | MakeUp in Los Angeles 2025;MUTE POETRY;;;G;G;11-GEN-24;11-APR-24;08-MAR-24;08-GIU-24;N;N;;;;LIQUID FILLING;Y;Y;;;G;;;;;G;;;Italy;30-LUG-24;;N;G;Beautopians;27,97;30,88;32,4
2368;LP907;M;LIQUID LIPSTICK;MOUSSE;ANHYDROUS (LIQUID TO CREAM);CREAMY;OBSESSED;HydraOil (1%funct.);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PHENOXYETHANOL | PRESERVATIVES | SLS | TALC;;O;Cosmoprof 2025;;;;G;O;;06-GIU-25;;10-LUG-25;N;N;;;;LIQUID FILLING;Y;;;;O;;;;;G;;;Vitre;30-SET-25;;;;Beautopians | Hero Believers;58,4;62,12;75
2369;PR278+PR351;M;FOUNDATION;;ANHYDROUS (HOT POURED IN MOULD);;DOUBLE MATCH;Dewy Plump Active (2% funct - PR351) - Barrier Shield Complex (0,5% funct. - PR278);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Cosmoprof 2025;;;;G;G;;;;;N;N;;;;LIPSTICK POURING METAL;Y;;;;O;;;;;;;;Italy;30-GIU-25;;;G;Beautopians | Beauty&Ethics;;;
2370;PR321+LP911;M;HIGHLIGHTER;;ANHYDROUS (HOT POURED IN MOULD);;AUGBEAUTY HIGHLIGHTER;HyalurOil (1% funct. - PR321 only) - Sesame Seed Extract (2% funct - PR321 only);;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Cosmoprof 2025;;;;G;G;;;;;N;N;;;;LIPSTICK POURING METAL;Y;;;;O;;;;;;;;Italy;30-GIU-25;;;G;Beautopians | Beauty&Ethics;;;
2373;LP949+LP791;M;LIPBALM | LIPSTICK;;ANHYDROUS (HOT POURED IN MOULD);GLOSSY / SHINY;AUGBEAUTY LIP BALM;HyalurOil (1% funct - LP791 only) - Plumpify (2% funct - LP949 only);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Cosmoprof 2025;;;;G;G;19-FEB-25;;19-FEB-25;;;;;;;LIPSTICK POURING METAL;Y;;;;O;;;;;;;;Italy;30-MAG-25;;;G;Beautopians | Beauty&Ethics;;;
514;Q28;M;LIPSTICK;STICK;ANHYDROUS;CREAMY | LONG LASTING | LUMINOUS / RADIANT;Light touch;;;LANOLINE | PRESERVATIVES;Stick ø 12,7;H;Fall-Winter 2013-2014;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;15,87;19,01;25,7
338;L47;M;CONCEALER | FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT;RETOUCH;White tea extract;10 Theor.;GLUTEN | LACTOSE | OGM | PARABENS;Air tight flock/twist brush pen/ophtalmic tube;H;CHINA BEAUTY EXPO 2019 | Fall-Winter 2012-2013 | MakeUp in Los Angeles 2019 | MakeUp in New York 2023;Conceal | Cruise 2012-13;;;G;G;19-FEB-19;19-FEB-19;19-FEB-19;19-FEB-19;N;;Y;;;;N;;;;G;;;O;G;G;;;Italy;;;N;G;;;;
381;P16;M;BRONZER | FIXER / SETTING | PRIMER;FLUID/ LIQUID;EMULSION;BLURRING | LUMINOUS / RADIANT;Bonne mine;;15 Tested;OIL;Tube/pump;H;;;;;G;G;05-NOV-19;05-NOV-19;05-NOV-19;05-NOV-19;;;Y;;;;;;;;G;;;O;G;O;G;;Italy;;;N;G;;16,39;0;19,85
431;I64;M;HIGHLIGHTER;LOOSE;LOOSE POWDER;FROST / PEARLY / SATIN | LUMINOUS / RADIANT;Soft light;;;PARABENS;Spray pump;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;103,64;104,05;147,37
1911;LP599;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);LUMI-MAT;Slick Lips;The glass flower from ancient volcanic Lakes (functional 1%):;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PRESERVATIVES | SILICONES | TALC;;H;Cosmoprof 2010 | Cosmoprof 2021 | Drops September 2020;Clean Future;;;G;G;03-MAR-21;03-GIU-21;03-MAR-21;03-GIU-21;;;;;;LIPSTICK POURING SOFT | POURING;Y;Y;;;G;;;O;G;G;G;;Italy;30-DIC-22;;N;G;;19,66;21,6;23,42
1930;MA528;M;MASCARA;CARE | FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);CREAMY;EyeLevation;See notes;;PARABENS | PEG | PHENOXYETHANOL | PRESERVATIVES | SILICONES | SLS | TALC;mascara tube;H;Cosmoprof 2021;Beauty Refuge;;;R;R;09-GIU-21;09-SET-21;20-LUG-21;20-OTT-21;;;;;;;Y;Y;;;;;;R;R;R;G;;Italy;30-SET-23;;N;G;;11,72;25,49;32,89
2053;PW441;M;FACE POWDER | FOUNDATION;GODET;COMPACT POWDER;LUMI-MAT;APPLAUSE;Blend of fluid ceramide andÂ olive glycerides;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;compact. mono material pack entirely in PP;O;Cosmoprof 2011 | Cosmoprof 2022 | MakeUp in Paris 2022;Luxomodity | Water Rhapsody;;;G;G;14-APR-22;14-LUG-22;14-APR-22;14-LUG-22;;;;;;PRESSING;Y;Y;;;G;;;;;G;;;Italy;31-DIC-26;;Y;O;Beauty&Ethics;28,6;34,64;40,04
1936;LP637;M;LIQUID LIPSTICK;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);CREAMY | MAT | VELVETY;CHARMER;Plankton Glass Flower (functional 0,5%), Vitamin E;;PARABENS | PRESERVATIVES | SILICONES;;O;Cosmoprof 2021 | Drops September 2020;Clean Future;;;G;G;09-LUG-21;08-OTT-21;26-AGO-21;03-GEN-23;;;;;;LIQUID FILLING;Y;Y;N;;O;;;;;G;G;;Vitre;30-NOV-22;;N;G;Beautopians | Beauty&Ethics | Mainstream Conscious;41,07;41,96;109,47
2058;EM749;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);MAT;MESMERIZE (FDNV7808);;;;;O;Cosmoprof 2022;Psychoactive;;;R;R;20-LUG-22;30-NOV-22;20-LUG-22;20-LUG-22;;;;;;;;;;;;;;;;G;G;;Vitre;31-DIC-23;;N;R;;29,11;0;0
2101;LP691;M;GLOSS;;ANHYDROUS (LIQUID TO CREAM);GLOSSY / SHINY;JELLY GLASS;Sesamum Indicum Seed Extract, Sodium Hyaluronate, Meadowfoam Seed Oil, Hydrogenated Castor Oil;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PRESERVATIVES | SILICONES | SLS | TALC;flaconette;O;MakeUp in New York 2022 | Makeup in Paris 2024;Hue-Phoria | Waterless Crush;;;G;G;26-AGO-22;26-AGO-22;22-AGO-22;22-NOV-22;Y;;;;;LIQUID FILLING;Y;Y;;;G;;;;;G;;;Italy;30-APR-23;;N;G;Beautopians | Beauty&Ethics | Solution Focused;61,3;62,08;62,64
2104;PW483;M;EYESHADOW;GODET | SPECIAL;COMPACT POWDER;METALLIC;CIRCUS;;;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;Palette;O;Cosmoprof 2023 | Fall-Winter 2012-2013 | MakeUp in Los Angeles 2025 | MakeUp in New York 2022;Nostalgia | Waterless Crush;;;G;G;28-AGO-22;28-AGO-22;28-AGO-22;28-AGO-22;;;;;;PRESSING;;Y;;;G;;;G;G;G;;;Italy;31-OTT-22;;Y;G;Beautopians | Hero Believers;71,38;104,22;266,02
2107;MA594;M;EYEBROW;CARE | FLUID/ LIQUID;GEL (WATER BASED);FIXING;THE SMARTEST;Prunus Persica (Peach) Gum;;;Click pen Airtight;O;MakeUp in New York 2022;Fermented Beauty;;;G;G;26-SET-22;26-DIC-22;12-OTT-22;12-GEN-23;;;;;;LIQUID FILLING;Y;Y;;;G;;;;;;;;Italy;29-SET-23;;N;G;;20,47;20,86;21,08
1923;LP585;M;BLUSH | LIPBALM;CARE | STICK;ANHYDROUS (HOT POURED IN MOULD);LUMI-MAT | LUMINOUS / RADIANT | NATURAL;COTTON GLAM;Garcinia indica seed butter;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | TALC;Stick;O;Chromaville 2015 | Cosmoprof 2010 | Cosmoprof 2021 | MakeUp in New York 2023 | MakeUp in Paris 2022 | Makeup in Paris 2024;Delicate Wilderness | Hue-Phoria | Milky Tea | Unfiltered Silhouettes;;;G;G;11-MAR-21;11-GIU-21;02-GEN-24;02-APR-24;;;;;;LIPSTICK POURING SOFT;;Y;;;G;;;O;G;G;G;;Italy;;;Y;G;Beauty&Ethics | Hero Believers;22,03;22,25;29,85
2113;FMOV8486;M;FOUNDATION;BODY APPLICATION;EMULSION (LIQUID TO CREAM);CREAMY | NATURAL;BACK TO ME;Alaria Esculenta, Cassia Angustifolia Seed Polysaccharide;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;Tottle;H;MakeUp in New York 2022;Nude Prelude;;;G;G;24-OTT-22;24-OTT-22;24-OTT-22;24-OTT-22;;;;;;LIQUID FILLING | TUBE FILLING;Y;Y;;;O;;;;;G;;;Vitre;;;N;R;;;;
837;EM156;M;FOUNDATION;FLUID/ LIQUID;EMULSION;LONG LASTING | LUMI-MAT;Skin fusion;Vitamin E;15 Theor.;CYCLOPENTHASILOXANE | OIL | PARABENS;Pump;H;Chromaville 2012;Long Fidelity;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;22,19;22,2;22,29
847;LP092;M;GLOSS;FLUID/ LIQUID;ANHYDROUS;MULTIDIMENSIONAL (3D/color travel);Glimmering;D-panthenol/ Cotton oil;;PRESERVATIVES;Flock or brush applicator;H;Chromaville 2012;Make-Mix;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;;;
754;EM114;M;CONCEALER;HOT POURED;EMULSION;FROST / PEARLY / SATIN | LUMINOUS / RADIANT;Ideal light;Extract of exotic fruits tree/ Phytosterols of vegetal origin;;;Compact or palette;H;Cosmoprof 2011;Face;;;G;G;;;;;Y;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;38,97;43,75;50,35
772;PW087;M;EYESHADOW;GODET;COMPACT POWDER;FROST / PEARLY / SATIN | LONG LASTING | MAT | SPECIAL TOUCH | VERSATILE | WET & DRY;Pure;;;PARABENS | PHENOXYETHANOL;Aluminium pan;H;Cosmoprof 2011;Eyes;;;G;G;14-MAG-13;19-AGO-13;14-MAG-13;19-AGO-13;N;;;;;;;;;;G;;;O;G;G;R;;Italy;;;N;G;;13,91;19,85;92,92
